question,label
육개월 후 설정하다,B-Date E-Date S-Action
화요일 일요일 일정 한강 가기 울리다,B-Date E-Date O B-Subject E-Subject S-Action
모레 월차 실행하다,S-Date S-Subject S-Action
십일일 11시 알다 여행 가기,S-Date S-Time S-Action B-Subject E-Subject
십이일 17시 사십칠분쯤 일정 맞추다,S-Date B-Time E-Time O S-Action
이천이십오년 6월 16일부터 2026년 10월 십삼일까지 파티하기 일정 넣다,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject O S-Action
12월 오일 말해주다,B-Date E-Date S-Action
목요일 토요일 오전 한시 에버랜드 가기 알다,B-Date E-Date B-Time E-Time B-Subject E-Subject S-Action
화요일 수요일 토요일 청소하기 정해,B-Date I-Date E-Date S-Subject S-Action
내일 후 16시 일정 장 보기 지정해주다,B-Date E-Date S-Time O B-Subject E-Subject S-Action
2026년 이월 이일 월차 일정 잡다,B-Date I-Date E-Date S-Subject O S-Action
마지막 주부터 첫째 주까지 넣다,B-Date E-Date B-Date E-Date S-Action
이십일 뒤 열한시 오십일분에 등산하러 가기 올리다,B-Date E-Date B-Time E-Time B-Subject E-Subject S-Action
칠월 십일일 일정 헬스장 가기 맞추다,B-Date E-Date O B-Subject E-Subject S-Action
이천이십칠년 삼월 팔일부터 2026년 6월 십사일까지 넣다 산책하기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action S-Subject
일월 첫째 주 일정 식물에 물 주기 실행하다,B-Date I-Date E-Date O B-Subject I-Subject E-Subject S-Action
셋째 주 울리다,B-Date E-Date S-Action
둘째 주 지정해주다 파티하기,B-Date E-Date S-Action S-Subject
첫째 주부터 셋째 주까지 일정 맞추다,B-Date E-Date B-Date E-Date O S-Action
이천이십구년 2월 22일부터 이천이십삼년 육월 25일까지 넣다 춤추러 가기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action B-Subject E-Subject
14일 일정 잡다 에버랜드 가기,S-Date O S-Action B-Subject E-Subject
이천이십오년 8월 십구일 등산하러 가기 응답하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
월요일부터 토요일까지 일정 추가하다 학교 가기,S-Date S-Date O S-Action B-Subject E-Subject
십삼일 후 이십시 십이분 일정 맥주 먹기 정해,B-Date E-Date B-Time E-Time O B-Subject E-Subject S-Action
6월 셋째 주 추가하다 게임하기,B-Date I-Date E-Date S-Action S-Subject
목요일 토요일 응답하다,B-Date E-Date S-Action
월요일 수요일 14시 사십팔분 때리다,B-Date E-Date B-Time E-Time S-Action
목요일 금요일 일요일 23시 이십칠분 게임하기 일정 응답하다,B-Date I-Date E-Date B-Time E-Time S-Subject O S-Action
셋째 주 일정 때리다 노래 부르러 가기,B-Date E-Date O S-Action B-Subject I-Subject E-Subject
마지막 주 일정 물 마시기 알다,B-Date E-Date O B-Subject E-Subject S-Action
2023년 십일월 구일 넣다 부품 사러 가기,B-Date I-Date E-Date S-Action B-Subject I-Subject E-Subject
11월 7일 설정하다 연어 먹기,B-Date E-Date S-Action B-Subject E-Subject
둘째 주부터 셋째 주까지 일정 추가하다,B-Date E-Date B-Date E-Date O S-Action
십삼일부터 사일까지 게임하기 맞추다,S-Date S-Date S-Subject S-Action
화요일 목요일 일정 맞추다 맥주 먹기,B-Date E-Date O S-Action B-Subject E-Subject
목요일 토요일 잡다 세포 밥 주기,B-Date E-Date S-Action B-Subject I-Subject E-Subject
모레 일정 울리다 월차,S-Date O S-Action S-Subject
셋째 주 일정 헬스장 가기 설정하다,B-Date E-Date O B-Subject E-Subject S-Action
이월 둘째 주 전구 교체하기 일정 추가하다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
토요일 이십이시 4분에 출근하기 올리다,S-Date B-Time E-Time S-Subject S-Action
2024년 육월 십일부터 이천이십삼년 구월 3일까지 회의 알다,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject S-Action
6월 이십오일 일정 넣다,B-Date E-Date O S-Action
3월 십이일부터 칠월 25일까지 일정 식물에 물 주기 알다,B-Date E-Date B-Date E-Date O B-Subject I-Subject E-Subject S-Action
사개월 뒤 밥 먹기 일정 등록하다,B-Date E-Date B-Subject E-Subject O S-Action
12월 십일일 세포 밥 주기 일정 올리다,B-Date E-Date B-Subject I-Subject E-Subject O S-Action
십이월 둘째 주 일정 맞추다,B-Date I-Date E-Date O S-Action
화요일 목요일 저녁 4시 15분 일정 짜다,B-Date E-Date B-Time I-Time E-Time O S-Action
27일 후 밤 11시 등록하다,B-Date E-Date B-Time E-Time S-Action
이천이십삼년 일월 7일 설정하다 한강 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
이천이십팔년 오월 이십일 청소하기 짜다,B-Date I-Date E-Date S-Subject S-Action
육월 마지막 주 잡다,B-Date I-Date E-Date S-Action
22일 뒤 부품 사러 가기 일정 울리다,B-Date E-Date B-Subject I-Subject E-Subject O S-Action
칠월 둘째 주부터 주까지 노래 부르러 가기 정해,B-Date B-Date E-Date E-Date B-Subject I-Subject E-Subject S-Action
11월 첫째 주 짜다,B-Date I-Date E-Date S-Action
육개월 뒤 공놀이하기 울리다,B-Date E-Date S-Subject S-Action
월요일부터 금요일까지 일정 장 보기 실행하다,S-Date S-Date O B-Subject E-Subject S-Action
29일 뒤 일정 실행하다 카페 가기,B-Date E-Date O S-Action B-Subject E-Subject
2일 후 새벽 6시 이십육분 일정 알다,B-Date E-Date B-Time I-Time E-Time O S-Action
구월 십사일 일정 넣다 전구 교체하기,B-Date E-Date O S-Action B-Subject E-Subject
이천이십일년 오월 십육일부터 이천이십오년 십일월 이십일일까지 등산하러 가기 응답하다,B-Date I-Date E-Date B-Date I-Date E-Date B-Subject E-Subject S-Action
화요일 부품 사러 가기 울리다,S-Date B-Subject I-Subject E-Subject S-Action
목요일 밥 먹기 일정 넣다,S-Date B-Subject E-Subject O S-Action
화요일 목요일 넣다 맥주 먹기,B-Date E-Date S-Action B-Subject E-Subject
이천이십이년 팔월 구일 퇴근 일정 넣다,B-Date I-Date E-Date S-Subject O S-Action
2021년 12월 이십사일 일정 맞추다,B-Date I-Date E-Date O S-Action
월요일 24시 알다,S-Date S-Time S-Action
7월 첫째 주 일정 때리다 에버랜드 가기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
화요일 추가하다 치과 가기,S-Date S-Action B-Subject E-Subject
2028년 이월 17일 세포 밥 주기 짜다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
2026년 오월 이십사일 노래 부르러 가기 넣다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
5일 뒤 17시 옷 사기 때리다,B-Date E-Date S-Time B-Subject E-Subject S-Action
첫째 주 올리다,B-Date E-Date S-Action
넷째 주 술 마시기 등록하다,B-Date E-Date B-Subject E-Subject S-Action
월요일 화요일 수요일 밤 1시 오십구분 부품 사러 가기 울리다,B-Date I-Date E-Date B-Time I-Time E-Time B-Subject I-Subject E-Subject S-Action
11월 마지막 주 짜다 옷 사기,B-Date I-Date E-Date S-Action B-Subject E-Subject
수요일 13시 오분에 일정 등록하다 맥주 먹기,S-Date B-Time E-Time O S-Action B-Subject E-Subject
29일 뒤 일정 맞추다 노래 부르러 가기,B-Date E-Date O S-Action B-Subject I-Subject E-Subject
화요일 일요일 16시 에버랜드 가기 알다,B-Date E-Date S-Time B-Subject E-Subject S-Action
화요일 목요일 아침 다섯시 일정 짜다 장 보기,B-Date E-Date B-Time E-Time O S-Action B-Subject E-Subject
2029년 이월 26일부터 2024년 일월 이십이일까지 일정 퇴근 실행하다,B-Date I-Date E-Date B-Date I-Date E-Date O S-Subject S-Action
22일 뒤 저녁 두시 일정 말해주다,B-Date E-Date B-Time E-Time O S-Action
월요일 화요일 수요일 일정 회의 짜다,B-Date I-Date E-Date O S-Subject S-Action
셋째 주부터 첫째 주까지 빨래하기 정해,B-Date E-Date B-Date E-Date S-Subject S-Action
9월 첫째 주 연어 먹기 일정 때리다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
삼주일 후 맥주 먹기 알다,B-Date E-Date B-Subject E-Subject S-Action
십이월 둘째 주 시내 가기 올리다,B-Date I-Date E-Date B-Subject E-Subject S-Action
이천이십칠년 9월 27일부터 이천이십팔년 팔월 12일까지 잡다,B-Date I-Date E-Date B-Date I-Date E-Date S-Action
첫째 주 노래 부르러 가기 실행하다,B-Date E-Date B-Subject I-Subject E-Subject S-Action
화요일 금요일 학교 가기 일정 등록하다,B-Date E-Date B-Subject E-Subject O S-Action
첫째 주부터 주까지 운동하러 가기 추가하다,B-Date E-Date E-Date B-Subject E-Subject S-Action
2028년 2월 십일 일정 잡다 학원 가기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
이천이십구년 사월 육일부터 2021년 8월 십오일까지 학교 가기 일정 정해,B-Date I-Date E-Date B-Date I-Date E-Date B-Subject E-Subject O S-Action
월요일 수요일 목요일 일정 옷 사기 설정하다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
15일 뒤 21시 육분쯤 일정 말해주다 방어 먹기,B-Date E-Date B-Time E-Time O S-Action B-Subject E-Subject
금요일 오후 여덟시 실행하다 빨래하기,S-Date B-Time E-Time S-Action S-Subject
삼십일 뒤 일정 울리다,B-Date E-Date O S-Action
목요일 밥 먹기 일정 추가하다,S-Date B-Subject E-Subject O S-Action
이천이십사년 4월 십사일 추가하다,B-Date I-Date E-Date S-Action
이천이십오년 육월 23일 지정해주다 청소하기,B-Date I-Date E-Date S-Action S-Subject
칠월 셋째 주부터 마지막 주까지 설정하다,B-Date I-Date E-Date B-Date E-Date S-Action
이개월 뒤 일정 과일 사 오기 맞추다,B-Date E-Date O B-Subject I-Subject E-Subject S-Action
월요일 수요일 금요일 10시 짜다,B-Date I-Date E-Date S-Time S-Action
십일개월 뒤 공부하기 알다,B-Date E-Date S-Subject S-Action
월요일 토요일 때리다 게임하기,B-Date E-Date S-Action S-Subject
토요일 새벽 네시 이십사분에 일정 추가하다,S-Date B-Time I-Time E-Time O S-Action
팔월 셋째 주부터 첫째 주까지 산책하기 추가하다,B-Date I-Date E-Date B-Date E-Date S-Subject S-Action
8월 20일 일정 잡다,B-Date E-Date O S-Action
칠월 넷째 주 휴가 설정하다,B-Date I-Date E-Date S-Subject S-Action
4월 10일 올리다 학교 가기,B-Date E-Date S-Action B-Subject E-Subject
수요일 열세시 사십육분에 추가하다,S-Date B-Time E-Time S-Action
8월 십팔일 일정 말해주다 전구 교체하기,B-Date E-Date O S-Action B-Subject E-Subject
그글피 일정 실행하다,S-Date O S-Action
9월 첫째 주 일정 잡다 게임하기,B-Date I-Date E-Date O S-Action S-Subject
칠월 첫째 주부터 둘째 주까지 옷 사기 지정해주다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
팔월 마지막 주 청소하기 정해,B-Date I-Date E-Date S-Subject S-Action
둘째 주 월요일부터 목요일까지 산책하기 올리다,B-Date I-Date E-Date S-Date S-Subject S-Action
칠월 넷째 주 산책하기 넣다,B-Date I-Date E-Date S-Subject S-Action
10일 뒤 10시 게임하기 맞추다,B-Date E-Date S-Time S-Subject S-Action
둘째 주부터 넷째 주까지 설정하다 휴가,B-Date E-Date B-Date E-Date S-Action S-Subject
일요일 설정하다,S-Date S-Action
칠일 후 아침 열두시 46분쯤 일정 설정하다,B-Date E-Date B-Time I-Time E-Time O S-Action
이십사일부터 이십일일까지 휴가 일정 지정해주다,S-Date S-Date S-Subject O S-Action
화요일 일정 잡다,S-Date O S-Action
금요일 토요일 9시 십분쯤 정해,B-Date E-Date B-Time E-Time S-Action
십구일 후 열한시 일정 세포 밥 주기 실행하다,B-Date E-Date S-Time O B-Subject I-Subject E-Subject S-Action
이십이일 과일 사 오기 지정해주다,S-Date B-Subject I-Subject E-Subject S-Action
십구일 뒤 일정 등록하다 공부하기,B-Date E-Date O S-Action S-Subject
1월 셋째 주부터 마지막 주까지 일정 등록하다,B-Date I-Date E-Date B-Date E-Date O S-Action
팔일 후 이십사시 일정 시내 가기 추가하다,B-Date E-Date S-Time O B-Subject E-Subject S-Action
이천이십팔년 8월 27일 장 보기 응답하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
8월 둘째 주부터 마지막 주까지 장 보기 알다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
오월 넷째 주부터 셋째 주까지 퇴근 말해주다,B-Date I-Date E-Date B-Date E-Date S-Subject S-Action
둘째 주 일정 식물에 물 주기 맞추다,B-Date E-Date O B-Subject I-Subject E-Subject S-Action
일월 첫째 주 목요일부터 일요일까지 맞추다 빨래하기,B-Date I-Date I-Date E-Date S-Date S-Action S-Subject
셋째 주 월차 일정 응답하다,B-Date E-Date S-Subject O S-Action
토요일 일요일 올리다 게임하기,B-Date E-Date S-Action S-Subject
사월 둘째 주 월요일부터 토요일까지 등산하러 가기 등록하다,B-Date I-Date I-Date E-Date S-Date B-Subject E-Subject S-Action
이천이십칠년 1월 이십육일 일정 울리다,B-Date I-Date E-Date O S-Action
구일 후 실행하다 밥 먹기,B-Date E-Date S-Action B-Subject E-Subject
십월 셋째 주부터 마지막 주까지 등산하러 가기 맞추다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
이십사일 뒤 열네시 일정 출근하기 짜다,B-Date E-Date S-Time O S-Subject S-Action
십월 넷째 주 알다,B-Date I-Date E-Date S-Action
구월 둘째 주 밥 먹기 울리다,B-Date I-Date E-Date B-Subject E-Subject S-Action
둘째 주부터 셋째 주까지 장 보기 일정 짜다,B-Date E-Date B-Date E-Date B-Subject E-Subject O S-Action
십칠일 후 게임하기 등록하다,B-Date E-Date S-Subject S-Action
십이월 넷째 주 여행 가기 일정 때리다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
삼월 31일부터 사월 이십오일까지 올리다,B-Date E-Date B-Date E-Date S-Action
월요일 화요일 수요일 금요일 11시 일정 알다 휴가,B-Date I-Date I-Date E-Date S-Time O S-Action S-Subject
5월 셋째 주 회의 일정 올리다,B-Date I-Date E-Date S-Subject O S-Action
16일 후 해외여행 일정 때리다,B-Date E-Date S-Subject O S-Action
이천이십사년 1월 30일 해외여행 말해주다,B-Date I-Date E-Date S-Subject S-Action
십삼일 후 13시 일정 등록하다,B-Date E-Date S-Time O S-Action
이주일 후 이십이시 15분에 일정 방어 먹기 잡다,B-Date E-Date B-Time E-Time O B-Subject E-Subject S-Action
구일 뒤 해외여행 실행하다,B-Date E-Date S-Subject S-Action
2028년 1월 십칠일 등산하러 가기 일정 응답하다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
9월 마지막 주 등산하러 가기 일정 말해주다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
셋째 주 금요일부터 수요일까지 일정 빨래하기 실행하다,B-Date I-Date E-Date S-Date O S-Subject S-Action
일요일부터 일요일까지 시내 가기 일정 정해,S-Date S-Date B-Subject E-Subject O S-Action
6월 26일부터 3월 이십오일까지 출근하기 짜다,B-Date E-Date B-Date E-Date S-Subject S-Action
월요일 열한시 5분 물 마시기 지정해주다,S-Date B-Time E-Time B-Subject E-Subject S-Action
이천이십구년 5월 3일 일정 맞추다 밥 먹기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
2025년 구월 31일 게임하기 잡다,B-Date I-Date E-Date S-Subject S-Action
칠월 넷째 주 일요일부터 화요일까지 알다,B-Date I-Date I-Date E-Date S-Date S-Action
금요일 일요일 10시 카페 가기 맞추다,B-Date E-Date S-Time B-Subject E-Subject S-Action
월요일 열세시 말해주다 옷 사기,S-Date S-Time S-Action B-Subject E-Subject
넷째 주 카페 가기 일정 잡다,B-Date E-Date B-Subject E-Subject O S-Action
8월 둘째 주 일정 등록하다 산책하기,B-Date I-Date E-Date O S-Action S-Subject
10월 셋째 주 학원 가기 일정 추가하다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
칠월 8일 학교 가기 일정 정해,B-Date E-Date B-Subject E-Subject O S-Action
셋째 주 일정 때리다,B-Date E-Date O S-Action
월요일 일정 산책하기 짜다,S-Date O S-Subject S-Action
3월 마지막 주 전구 교체하기 일정 실행하다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
2022년 2월 십팔일부터 이천이십육년 3월 이십구일까지 울리다 산책하기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action S-Subject
일요일부터 화요일까지 추가하다,S-Date S-Date S-Action
그글피 피시방 가기 추가하다,S-Date B-Subject E-Subject S-Action
이천이십이년 8월 31일 등록하다 산책하기,B-Date I-Date E-Date S-Action S-Subject
넷째 주 울리다 옷 사기,B-Date E-Date S-Action B-Subject E-Subject
14일 후 일정 잡다,B-Date E-Date O S-Action
수요일부터 일요일까지 휴가 정해,S-Date S-Date S-Subject S-Action
이천이십칠년 12월 22일부터 이천삼십년 2월 9일까지 설정하다 방어 먹기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action B-Subject E-Subject
이천이십사년 삼월 삼일 일정 넣다,B-Date I-Date E-Date O S-Action
금요일 일요일 일정 넣다,B-Date E-Date O S-Action
22일 후 1시 오십칠분 일정 응답하다 휴가,B-Date E-Date B-Time E-Time O S-Action S-Subject
일주일 뒤 열다섯시 이십삼분 운동하러 가기 설정하다,B-Date E-Date B-Time E-Time B-Subject E-Subject S-Action
팔월 마지막 주부터 둘째 주까지 맞추다 연어 먹기,B-Date I-Date E-Date B-Date E-Date S-Action B-Subject E-Subject
16일 뒤 오후 열시 십일분쯤 짜다 연어 먹기,B-Date E-Date B-Time I-Time E-Time S-Action B-Subject E-Subject
13일 일정 연어 먹기 올리다,S-Date O B-Subject E-Subject S-Action
십이일 뒤 일정 피시방 가기 실행하다,B-Date E-Date O B-Subject E-Subject S-Action
4월 둘째 주 에버랜드 가기 일정 지정해주다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
11월 둘째 주 빨래하기 추가하다,B-Date I-Date E-Date S-Subject S-Action
28일 뒤 15시 삼십분 부품 사러 가기 정해,B-Date E-Date B-Time E-Time B-Subject I-Subject E-Subject S-Action
화요일 수요일 금요일 토요일 15시 십사분에 울리다 장 보기,B-Date I-Date I-Date E-Date B-Time E-Time S-Action B-Subject E-Subject
월요일 오전 1시 삼분 정해 카페 가기,S-Date B-Time I-Time E-Time S-Action B-Subject E-Subject
2026년 10월 5일부터 이천이십구년 팔월 18일까지 일정 알다 청소하기,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action S-Subject
마지막 주부터 첫째 주까지 일정 알다,B-Date E-Date B-Date E-Date O S-Action
화요일부터 화요일까지 시내 가기 지정해주다,S-Date S-Date B-Subject E-Subject S-Action
수요일 밤 세시 오십사분에 등록하다 식물에 물 주기,S-Date B-Time I-Time E-Time S-Action B-Subject I-Subject E-Subject
1일 후 일정 여행 가기 알다,B-Date E-Date O B-Subject E-Subject S-Action
2028년 구월 16일부터 2024년 칠월 구일까지 등산하러 가기 울리다,B-Date I-Date E-Date B-Date I-Date E-Date B-Subject E-Subject S-Action
3월 첫째 주부터 셋째 주까지 학교 가기 일정 설정하다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject O S-Action
25일 후 이십삼시 방어 먹기 일정 잡다,B-Date E-Date S-Time B-Subject E-Subject O S-Action
월요일 게임하기 일정 응답하다,S-Date S-Subject O S-Action
2022년 오월 십칠일 일정 잡다,B-Date I-Date E-Date O S-Action
화요일 저녁 4시 일정 등록하다,S-Date B-Time E-Time O S-Action
10월 이십삼일부터 십이월 이십일까지 일정 말해주다,B-Date E-Date B-Date E-Date O S-Action
셋째 주 목요일부터 일요일까지 지정해주다,B-Date I-Date E-Date S-Date S-Action
그글피 일정 추가하다,S-Date O S-Action
십일 뒤 여행 가기 일정 맞추다,B-Date E-Date B-Subject E-Subject O S-Action
2030년 1월 십이일 잡다,B-Date I-Date E-Date S-Action
일요일 에버랜드 가기 일정 추가하다,S-Date B-Subject E-Subject O S-Action
이십육일 뒤 21시 올리다,B-Date E-Date S-Time S-Action
칠월 셋째 주 연어 먹기 일정 말해주다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
육개월 뒤 회의 일정 넣다,B-Date E-Date S-Subject O S-Action
월요일 일정 올리다,S-Date O S-Action
화요일 일정 짜다 춤추러 가기,S-Date O S-Action B-Subject E-Subject
월요일 수요일 토요일 14시 치과 가기 일정 설정하다,B-Date I-Date E-Date S-Time B-Subject E-Subject O S-Action
화요일 일정 넣다 카페 가기,S-Date O S-Action B-Subject E-Subject
21일 짜다,S-Date S-Action
12월 둘째 주 금요일부터 목요일까지 술 마시기 지정해주다,B-Date I-Date I-Date E-Date S-Date B-Subject E-Subject S-Action
화요일 수요일 이십이시 6분 학교 가기 일정 잡다,B-Date E-Date B-Time E-Time B-Subject E-Subject O S-Action
넷째 주부터 마지막 주까지 에버랜드 가기 말해주다,B-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
이천이십팔년 4월 30일 말해주다,B-Date I-Date E-Date S-Action
이십일 뒤 올리다 공놀이하기,B-Date E-Date S-Action S-Subject
금요일 13시 사십분 일정 알다 빨래하기,S-Date B-Time E-Time O S-Action S-Subject
18일 후 오전 3시 헬스장 가기 일정 응답하다,B-Date E-Date B-Time E-Time B-Subject E-Subject O S-Action
2024년 오월 15일 정해,B-Date I-Date E-Date S-Action
칠개월 뒤 과일 사 오기 울리다,B-Date E-Date B-Subject I-Subject E-Subject S-Action
십일일 뒤 열네시 부품 사러 가기 때리다,B-Date E-Date S-Time B-Subject I-Subject E-Subject S-Action
목요일 일요일 5시 짜다 물 마시기,B-Date E-Date S-Time S-Action B-Subject E-Subject
오월 셋째 주 휴가 일정 잡다,B-Date I-Date E-Date S-Subject O S-Action
2026년 1월 23일 잡다,B-Date I-Date E-Date S-Action
칠월 첫째 주 때리다 청소하기,B-Date I-Date E-Date S-Action S-Subject
둘째 주 응답하다 춤추러 가기,B-Date E-Date S-Action B-Subject E-Subject
12일 일정 설정하다,S-Date O S-Action
화요일 수요일 일정 물 마시기 지정해주다,B-Date E-Date O B-Subject E-Subject S-Action
삼십일 뒤 열아홉시 공부하기 넣다,B-Date E-Date S-Time S-Subject S-Action
월요일 새벽 7시 십분 일정 추가하다,S-Date B-Time I-Time E-Time O S-Action
목요일 토요일 일요일 추가하다,B-Date I-Date E-Date S-Action
9일 오전 6시 십칠분 학원 가기 올리다,S-Date B-Time I-Time E-Time B-Subject E-Subject S-Action
이십일일 후 20시 일정 과일 사 오기 지정해주다,B-Date E-Date S-Time O B-Subject I-Subject E-Subject S-Action
십개월 후 때리다 학교 가기,B-Date E-Date S-Action B-Subject E-Subject
첫째 주 일정 등록하다,B-Date E-Date O S-Action
이천이십구년 구월 11일 출근하기 일정 추가하다,B-Date I-Date E-Date S-Subject O S-Action
수요일 토요일 잡다 물 마시기,B-Date E-Date S-Action B-Subject E-Subject
6일 한강 가기 일정 짜다,S-Date B-Subject E-Subject O S-Action
금요일 등산하러 가기 잡다,S-Date B-Subject E-Subject S-Action
5일 뒤 11시 일정 지정해주다,B-Date E-Date S-Time O S-Action
23일 후 22시 삼십삼분쯤 추가하다 휴가,B-Date E-Date B-Time E-Time S-Action S-Subject
토요일 일정 알다 등산하러 가기,S-Date O S-Action B-Subject E-Subject
넷째 주부터 마지막 주까지 카페 가기 일정 짜다,B-Date E-Date B-Date E-Date B-Subject E-Subject O S-Action
사월 마지막 주 식물에 물 주기 일정 넣다,B-Date I-Date E-Date B-Subject I-Subject E-Subject O S-Action
월요일 수요일 목요일 금요일 이십이시 때리다,B-Date I-Date I-Date E-Date S-Time S-Action
3일 후 응답하다 공놀이하기,B-Date E-Date S-Action S-Subject
금요일 휴가 일정 등록하다,S-Date S-Subject O S-Action
이십구일 후 18시 연어 먹기 말해주다,B-Date E-Date S-Time B-Subject E-Subject S-Action
2023년 십이월 13일부터 이천삼십년 이월 22일까지 해외여행 일정 맞추다,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject O S-Action
셋째 주 전구 교체하기 짜다,B-Date E-Date B-Subject E-Subject S-Action
토요일 일정 짜다,S-Date O S-Action
수요일 금요일 일요일 일정 해외여행 정해,B-Date I-Date E-Date O S-Subject S-Action
4월 마지막 주부터 둘째 주까지 방어 먹기 때리다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
7월 넷째 주 월요일부터 월요일까지 넣다 물 마시기,B-Date I-Date I-Date E-Date S-Date S-Action B-Subject E-Subject
셋째 주부터 주까지 일정 때리다 카페 가기,B-Date E-Date E-Date O S-Action B-Subject E-Subject
둘째 주 일정 짜다,B-Date E-Date O S-Action
십일월 첫째 주 일정 게임하기 울리다,B-Date I-Date E-Date O S-Subject S-Action
3월 첫째 주 노래 부르러 가기 올리다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
십칠일 일정 월차 때리다,S-Date O S-Subject S-Action
목요일 23시 오십칠분쯤 추가하다,S-Date B-Time E-Time S-Action
팔월 이십일일 카페 가기 알다,B-Date E-Date B-Subject E-Subject S-Action
2022년 3월 이일 세포 밥 주기 잡다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
2026년 3월 이십육일 실행하다 월차,B-Date I-Date E-Date S-Action S-Subject
이천이십구년 9월 5일 일정 등산하러 가기 지정해주다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
12월 넷째 주 에버랜드 가기 일정 지정해주다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
2월 셋째 주부터 마지막 주까지 노래 부르러 가기 때리다,B-Date I-Date E-Date B-Date E-Date B-Subject I-Subject E-Subject S-Action
마지막 주 일정 울리다 물 마시기,B-Date E-Date O S-Action B-Subject E-Subject
육일 뒤 두시 13분에 방어 먹기 말해주다,B-Date E-Date B-Time E-Time B-Subject E-Subject S-Action
목요일 금요일 이십시 공놀이하기 잡다,B-Date E-Date S-Time S-Subject S-Action
오일부터 19일까지 일정 때리다,S-Date S-Date O S-Action
십삼일 뒤 산책하기 응답하다,B-Date E-Date S-Subject S-Action
1월 13일부터 3월 십이일까지 등록하다,B-Date E-Date B-Date E-Date S-Action
토요일 낮 네시 부품 사러 가기 정해,S-Date B-Time E-Time B-Subject I-Subject E-Subject S-Action
2025년 2월 30일 일정 춤추러 가기 정해,B-Date I-Date E-Date O B-Subject E-Subject S-Action
2월 셋째 주부터 첫째 주까지 일정 응답하다,B-Date I-Date E-Date B-Date E-Date O S-Action
십월 셋째 주 올리다 회의,B-Date I-Date E-Date S-Action S-Subject
화요일 토요일 일요일 24시 연어 먹기 추가하다,B-Date I-Date E-Date S-Time B-Subject E-Subject S-Action
육월 11일 일정 잡다,B-Date E-Date O S-Action
28일 뒤 이십일시 40분 게임하기 일정 등록하다,B-Date E-Date B-Time E-Time S-Subject O S-Action
십이일 낮 12시 물 마시기 넣다,S-Date B-Time E-Time B-Subject E-Subject S-Action
4월 마지막 주 일정 빨래하기 맞추다,B-Date I-Date E-Date O S-Subject S-Action
이월 셋째 주 일정 정해,B-Date I-Date E-Date O S-Action
둘째 주 말해주다,B-Date E-Date S-Action
목요일 빨래하기 지정해주다,S-Date S-Subject S-Action
금요일 열아홉시 전구 교체하기 때리다,S-Date S-Time B-Subject E-Subject S-Action
3월 둘째 주부터 셋째 주까지 일정 지정해주다,B-Date I-Date E-Date B-Date E-Date O S-Action
이천이십육년 일월 이십일부터 이천이십사년 2월 이십사일까지 출근하기 설정하다,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject S-Action
목요일 토요일 일요일 낮 11시 정해 세포 밥 주기,B-Date I-Date E-Date B-Time E-Time S-Action B-Subject I-Subject E-Subject
첫째 주 일정 잡다 피시방 가기,B-Date E-Date O S-Action B-Subject E-Subject
목요일 일요일 아침 6시 19분 등록하다 세포 밥 주기,B-Date E-Date B-Time I-Time E-Time S-Action B-Subject I-Subject E-Subject
수요일 일요일 월차 짜다,B-Date E-Date S-Subject S-Action
